model_key,model_name,family,conversation_id,num_turns,num_candidate_boundaries,num_gold_boundaries,gold_boundary_density,mean_rank95,mean_curvature,mean_turning_angle,mean_rank_jump,mean_subspace_shift,mean_boundary_score,mean_boundary_prominence,boundary_tp_exact,boundary_fp_exact,boundary_fn_exact,boundary_f1_exact,boundary_tp_tol1,boundary_fp_tol1,boundary_fn_tol1,boundary_f1_tol1,boundary_tp_tol2,boundary_fp_tol2,boundary_fn_tol2,boundary_f1_tol2,boundary_tp_tol3,boundary_fp_tol3,boundary_fn_tol3,boundary_f1_tol3,boundary_nearest_distance,boundary_windowdiff,boundary_pk,boundary_auprc,mean_state_geodesic_error,mean_logit_l2,mean_kl,top1_agreement,corr_geodesic_vs_logit_l2,corr_geodesic_vs_kl,output_json,output_npz
qwen25_05b,Qwen/Qwen2.5-0.5B-Instruct,long_dependency,dependency_sentence_limit,6,4,2,0.5,1.0,2.3770580291748047,2.907892942428589,2.3106438675313257e-05,0.35176360607147217,2.3984761238098145,0.14305752515792847,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.2,0.75,0.10021276026964188,114.94186401367188,8.03170678409515e-06,1.0,0.99520559585257,0.39708773302386113,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/long_dependency_dependency_sentence_limit_Qwen2.5-0.5B-Instruct.json,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/long_dependency_dependency_sentence_limit_Qwen2.5-0.5B-Instruct.npz
qwen25_05b,Qwen/Qwen2.5-0.5B-Instruct,long_dependency,dependency_table_request,6,4,2,0.5,1.0,2.1719696521759033,2.8558449745178223,4.4132262701168656e-05,0.4486452043056488,2.5691089630126953,0.12339365482330322,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.2,0.75,0.1248815581202507,142.45948791503906,1.0583520634099841e-05,1.0,0.9792180667196743,0.26329580598193547,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/long_dependency_dependency_table_request_Qwen2.5-0.5B-Instruct.json,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/long_dependency_dependency_table_request_Qwen2.5-0.5B-Instruct.npz
qwen25_05b,Qwen/Qwen2.5-0.5B-Instruct,casual_chat,h2_casual_hard_switch,6,4,1,0.25,1.0,1.9082245826721191,2.8215131759643555,2.9086388167343102e-05,0.6649459004402161,2.427649974822998,0.16231679916381836,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.25,1.0,0.10291870683431625,117.12564849853516,1.6333286112057976e-05,1.0,0.992563052945734,0.25551862322760366,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/casual_chat_h2_casual_hard_switch_Qwen2.5-0.5B-Instruct.json,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/casual_chat_h2_casual_hard_switch_Qwen2.5-0.5B-Instruct.npz
qwen25_05b,Qwen/Qwen2.5-0.5B-Instruct,multi_topic_chat,h2_multi_topic_triple_shift,6,4,2,0.5,1.3333333333333333,2.111799478530884,2.791691780090332,1.2978369340999052e-05,0.6812671422958374,2.3419039249420166,0.181237131357193,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.05003780499100685,56.09063720703125,2.803928737193928e-06,1.0,0.9995108282771522,0.40880945090145027,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/multi_topic_chat_h2_multi_topic_triple_shift_Qwen2.5-0.5B-Instruct.json,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/multi_topic_chat_h2_multi_topic_triple_shift_Qwen2.5-0.5B-Instruct.npz
qwen25_05b,Qwen/Qwen2.5-0.5B-Instruct,retrieval_heavy,h2_retrieval_interrupt_and_recall,6,4,2,0.5,1.0,1.944401741027832,2.813486099243164,7.268328045029193e-05,0.6774986386299133,2.5431671142578125,0.16473031044006348,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.10181216150522232,121.3397445678711,1.4667649338662159e-05,1.0,0.9949156190363424,0.28809760169384435,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/retrieval_heavy_h2_retrieval_interrupt_and_recall_Qwen2.5-0.5B-Instruct.json,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/retrieval_heavy_h2_retrieval_interrupt_and_recall_Qwen2.5-0.5B-Instruct.npz
qwen25_05b,Qwen/Qwen2.5-0.5B-Instruct,reasoning_chat,h2_reasoning_then_creative_then_reasoning,6,4,2,0.5,1.0,1.9124727249145508,2.8446664810180664,6.171746645122766e-05,0.46530789136886597,2.5379533767700195,0.1077539324760437,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.2,0.41666666666666663,0.13496410846710205,183.9624481201172,1.3544845387514215e-05,1.0,0.9889332702454755,0.14649822603979923,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/reasoning_chat_h2_reasoning_then_creative_then_reasoning_Qwen2.5-0.5B-Instruct.json,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/reasoning_chat_h2_reasoning_then_creative_then_reasoning_Qwen2.5-0.5B-Instruct.npz
qwen25_05b,Qwen/Qwen2.5-0.5B-Instruct,code_conversation,h2_code_language_switch,6,4,2,0.5,1.0,1.9392518997192383,2.8195576667785645,2.6651236112229526e-05,0.6742958426475525,2.4350109100341797,0.23402518033981323,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.09341517090797424,113.98184204101562,2.586003211035859e-05,1.0,0.9960090540049579,0.4725225685259244,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/code_conversation_h2_code_language_switch_Qwen2.5-0.5B-Instruct.json,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/code_conversation_h2_code_language_switch_Qwen2.5-0.5B-Instruct.npz
qwen25_05b,Qwen/Qwen2.5-0.5B-Instruct,long_dependency,h2_long_dependency_with_shift,7,5,2,0.4,1.0,2.2827847003936768,2.917571783065796,2.5461897166678682e-05,0.34466221928596497,2.439357042312622,0.05728159099817276,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,2.6666666666666665,1.0,0.5,0.325,0.1144304871559143,152.53623962402344,2.0756788217113353e-05,1.0,0.9705036286861818,0.4181360986549877,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/long_dependency_h2_long_dependency_with_shift_Qwen2.5-0.5B-Instruct.json,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_05b/long_dependency_h2_long_dependency_with_shift_Qwen2.5-0.5B-Instruct.npz
qwen25_15b,Qwen/Qwen2.5-1.5B-Instruct,casual_chat,casual_seattle_trip,6,4,1,0.25,1.0,2.745541572570801,2.8388984203338623,1.8668451957637444e-05,0.46281927824020386,2.5483038425445557,0.14848381280899048,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.6666666666666666,0.75,0.3333333333333333,0.14389173686504364,217.25726318359375,1.295585298066726e-05,1.0,0.9868888055773549,0.3122568196963821,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_15b/casual_chat_casual_seattle_trip_Qwen2.5-1.5B-Instruct.json,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_15b/casual_chat_casual_seattle_trip_Qwen2.5-1.5B-Instruct.npz
qwen25_15b,Qwen/Qwen2.5-1.5B-Instruct,casual_chat,casual_roommate_dinner,6,4,1,0.25,1.0,3.035555124282837,2.810725212097168,1.0082325388793834e-05,0.8351775407791138,2.3988373279571533,0.28809642791748047,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.25,1.0,0.10265340656042099,153.75323486328125,1.5467296179849654e-05,1.0,0.9971506100322037,0.3732668429999167,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_15b/casual_chat_casual_roommate_dinner_Qwen2.5-1.5B-Instruct.json,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_15b/casual_chat_casual_roommate_dinner_Qwen2.5-1.5B-Instruct.npz
qwen25_15b,Qwen/Qwen2.5-1.5B-Instruct,casual_chat,casual_gym_schedule,6,4,1,0.25,1.5,3.0381014347076416,2.7865967750549316,6.4533110162301455e-06,0.6875873804092407,2.5785350799560547,0.2036294937133789,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.6666666666666666,0.75,0.25,0.12134406715631485,174.22943115234375,1.5567473383271135e-05,1.0,0.9958932311689608,0.42027018350591155,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_15b/casual_chat_casual_gym_schedule_Qwen2.5-1.5B-Instruct.json,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_15b/casual_chat_casual_gym_schedule_Qwen2.5-1.5B-Instruct.npz
qwen25_15b,Qwen/Qwen2.5-1.5B-Instruct,multi_topic_chat,multi_topic_city_day,6,4,1,0.25,1.0,3.247542381286621,2.8705427646636963,1.0558521353232209e-05,0.40716996788978577,2.5970563888549805,0.08935427665710449,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.6666666666666666,0.75,1.0,0.12755738198757172,192.1544952392578,9.186803254124243e-06,1.0,0.9960579560694532,0.3296860802691907,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_15b/multi_topic_chat_multi_topic_city_day_Qwen2.5-1.5B-Instruct.json,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_15b/multi_topic_chat_multi_topic_city_day_Qwen2.5-1.5B-Instruct.npz
qwen25_15b,Qwen/Qwen2.5-1.5B-Instruct,multi_topic_chat,multi_topic_office_then_gift,6,4,1,0.25,1.0,3.1175200939178467,2.8456029891967773,1.5149144019233063e-05,0.4594786763191223,2.6063146591186523,0.10435616970062256,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.6666666666666666,0.75,0.3333333333333333,0.14961117506027222,208.6269989013672,3.407066469662823e-05,1.0,0.9963438739990509,0.3129344342805003,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_15b/multi_topic_chat_multi_topic_office_then_gift_Qwen2.5-1.5B-Instruct.json,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_15b/multi_topic_chat_multi_topic_office_then_gift_Qwen2.5-1.5B-Instruct.npz
qwen25_15b,Qwen/Qwen2.5-1.5B-Instruct,multi_topic_chat,multi_topic_trip_then_email,6,4,1,0.25,1.0,2.9678187370300293,2.8375091552734375,1.1036237992811948e-05,0.6287078857421875,2.51434063911438,0.2205175757408142,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.6666666666666666,0.75,0.25,0.14414151012897491,215.10707092285156,1.8213801013189368e-05,1.0,0.9926267149816156,0.3232260984664723,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_15b/multi_topic_chat_multi_topic_trip_then_email_Qwen2.5-1.5B-Instruct.json,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_15b/multi_topic_chat_multi_topic_trip_then_email_Qwen2.5-1.5B-Instruct.npz
qwen25_15b,Qwen/Qwen2.5-1.5B-Instruct,retrieval_heavy,retrieval_travel_plan,6,4,0,0.0,1.0,2.7493221759796143,2.814943313598633,1.3428025340544991e-05,0.5003648400306702,2.65899395942688,0.07062453031539917,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.1526404172182083,231.5379180908203,2.839668195520062e-05,1.0,0.9944648074153436,0.4003605627760932,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_15b/retrieval_heavy_retrieval_travel_plan_Qwen2.5-1.5B-Instruct.json,/Users/pranav/Documents/RT/results/paper1/studies/expanded_v8_final/qwen25_15b/retrieval_heavy_retrieval_travel_plan_Qwen2.5-1.5B-Instruct.npz
