conversation_id,family,segment_index,start_turn,end_turn,start_role,end_role,segment_turn_count,raw_mean_curvature,raw_std_curvature,raw_max_curvature,mean_curvature,std_curvature,skew_curvature,max_curvature,mean_turning_angle,mean_step_norm,std_step_norm,max_step_norm,rank95,mean_rank_jump,mean_subspace_shift,mean_boundary_score,role_switch_rate,switch_step_norm,segment_turn_count,regime_id,regime_name,example_excerpt
msc-00000,msc_valid,10,24,26,user,user,3,1.4908242225646973,0.5236174464225769,2.014441728591919,1.4908242225646973,0.5236174464225769,0.0,2.014441728591919,2.0698442459106445,1.4762111902236938,0.06636989116668701,1.5425810813903809,2,2.7265175958746113e-05,1.2805250883102417,2.879270076751709,1.0,1.4762111902236938,3,1,curvature_spike_transition,"user: Oh ok. I have used other type of apps where it syncs up with the library number to check books out. I really love that o || assistant: Yeah it does! I am so happy to have someone to talk about books with! Not many people that I know appreciate them as muc || user: You never know, with everything you have done in your past, I might read a book about YOU eventually! I can't even imagi"
msc-00000,msc_valid,11,26,33,user,assistant,8,3812.042724609375,1555.431640625,4447.04541015625,25.441959381103516,9.558328628540039,-2.0412418842315674,29.344131469726562,1.4812486171722412,0.0005980199784971774,0.0,0.0005980199784971774,1,6.075986610544482e-13,0.4938524663448334,0.17297545075416565,1.0,0.0005980199784971774,8,2,curvature_spike_transition,"user: You never know, with everything you have done in your past, I might read a book about YOU eventually! I can't even imagi || assistant: I mean, you said you like Stephen King. And Shawshank. I read that book. It was pretty boring. But it was also amazing.  || user: Well my son is probably too old for it at this point, but I might volunteer to read it for the kids group at the library || assistant: I often take it out when I am having a rough day at work...it is mindless fun.  Almost as much as the stunt double work "
msc-00000,msc_valid,12,33,40,assistant,user,8,4447.04541015625,0.0,4447.04541015625,29.344131469726562,0.0,0.0,29.344131469726562,1.4672067165374756,0.0005980199784971774,0.0,0.0005980199784971774,1,0.0,0.0,0.0004840730980504304,1.0,0.0005980199784971774,8,0,near_stationary_fact_memory,"assistant: I often take it out when I am having a rough day at work...it is mindless fun.  Almost as much as the stunt double work  || user: That sounds like an incredible amount of fun, but anything but mindless! What was your last stunt gig? || assistant: Only the real stars get that treatment.  The stunt doubles get old coffee and donuts in the trailer. || user: Do you have any new stunt double jobs coming  up?"
msc-00000,msc_valid,13,40,47,user,assistant,8,4447.04541015625,0.0,4447.04541015625,29.344131469726562,0.0,0.0,29.344131469726562,1.4672067165374756,0.0005980199784971774,0.0,0.0005980199784971774,1,0.0,0.0,0.0004840730980504304,1.0,0.0005980199784971774,8,0,near_stationary_fact_memory,"user: Do you have any new stunt double jobs coming  up? || assistant: No, I don't have any at this time. || user: Of course, I'll watch or read anything true crime related.  My kindle is just filled with crime books.  What was your ex || assistant: It was so creepy it still enters my dreams.  I see you like Steven King movies, but what about his books?"
msc-00000,msc_valid,14,47,54,assistant,user,8,4447.04541015625,0.0,4447.04541015625,29.344131469726562,0.0,0.0,29.344131469726562,1.4672067165374756,0.0005980199784971774,0.0,0.0005980199784971774,1,0.0,0.0,0.0004840730980504304,1.0,0.0005980199784971774,8,0,near_stationary_fact_memory,"assistant: It was so creepy it still enters my dreams.  I see you like Steven King movies, but what about his books? || user: I love the books more!  I'll never watch a Steven King movie until I've read the book.  I think the IT movies may have r || assistant: I haven't yet. I have been a little busy, but I should be able to finish it by next week! || user: I need to read it so we can talk about it when you are done. Have you read Fatal Charm?"
msc-00000,msc_valid,15,54,61,user,assistant,8,4447.04541015625,0.0,4447.04541015625,29.344131469726562,0.0,0.0,29.344131469726562,1.4672067165374756,0.0005980199784971774,0.0,0.0005980199784971774,1,0.0,0.1428520530462265,0.0004840730980504304,1.0,0.0005980199784971774,8,0,near_stationary_fact_memory,"user: I need to read it so we can talk about it when you are done. Have you read Fatal Charm? || assistant: I haven't! What's is Fatal Charm about? || user: It's good. It's got a better screen than my phone and it's bigger. I mostly got it because it was bigger than my phone a || assistant: Yeah I think I'm going to order one right now. Honestly I think it'll help me read even more, which is always a good thi"
1,msc_valid,0,0,1,user,assistant,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57467520236969,0.0,1.57467520236969,1,0.0,0.0,0.0,1.0,1.57467520236969,2,1,curvature_spike_transition,user: Hi! How are you doing tonight? || assistant: I'm doing great. Just relaxing with my two dogs.
1,msc_valid,1,1,3,assistant,assistant,3,1.777430534362793,0.09219413995742798,1.8696246147155762,1.777430534362793,0.09219413995742798,0.0,1.8696246147155762,2.778787136077881,1.5487351417541504,0.029724299907684326,1.57845938205719,1,6.225785909919068e-05,0.8775638341903687,4.344624042510986,1.0,1.5487351417541504,3,3,curvature_spike_transition,assistant: I'm doing great. Just relaxing with my two dogs. || user: Great. In my spare time I do volunteer work. || assistant: That's neat. What kind of volunteer work do you do?
1,msc_valid,2,3,5,assistant,assistant,3,1.830928087234497,0.13054919242858887,1.961477279663086,1.830928087234497,0.13054919242858887,0.0,1.961477279663086,2.72916841506958,1.4487403631210327,0.08599722385406494,1.5347375869750977,1,2.5236261080863187e-07,0.9533058404922485,4.070859432220459,1.0,1.4487403631210327,3,1,curvature_spike_transition,assistant: That's neat. What kind of volunteer work do you do? || user: I work in a homeless shelter in my town. || assistant: Good for you. Do you like vintage cars? I've two older mustangs.
1,msc_valid,3,5,7,assistant,assistant,3,2.1186604499816895,0.10875821113586426,2.2274186611175537,2.1186604499816895,0.10875821113586426,0.0,2.2274186611175537,2.9227519035339355,1.4022247791290283,0.04687154293060303,1.4490963220596313,1,2.877657243516296e-05,0.363594114780426,4.033003807067871,1.0,1.4022247791290283,3,3,curvature_spike_transition,assistant: Good for you. Do you like vintage cars? I've two older mustangs. || user: Cool. Not really into cars. My day job is wrestling. || assistant: Cars are my thing. Vintage cars. I love working on them. Wrestling? Do you enjoy it?
1,msc_valid,4,7,9,assistant,assistant,3,2.0578675270080566,0.040802836418151855,2.098670244216919,2.0578675270080566,0.040802836418151855,0.0,2.098670244216919,2.9275152683258057,1.4047837257385254,0.025554001331329346,1.4303377866744995,1,2.919999315054156e-05,0.3418353796005249,4.165301322937012,1.0,1.4047837257385254,3,3,curvature_spike_transition,"assistant: Cars are my thing. Vintage cars. I love working on them. Wrestling? Do you enjoy it? || user: Yes, I love the crowds, getting to know people. || assistant: I didn't think about the crowd aspect of wrestling. I do not like crowds."
1,msc_valid,5,9,11,assistant,assistant,3,2.093987464904785,0.09200656414031982,2.1859939098358154,2.093987464904785,0.09200656414031982,0.0,2.1859939098358154,2.909815788269043,1.398343801498413,0.014368712902069092,1.412712574005127,1,3.321591066196561e-05,0.3767491579055786,4.043642044067383,1.0,1.398343801498413,3,3,curvature_spike_transition,"assistant: I didn't think about the crowd aspect of wrestling. I do not like crowds. || user: Understood. When I need to be alone, I work out a few times each week. || assistant: I agree. Working out is a great way to burn off steam. Do you like country music?"
1,msc_valid,6,11,13,assistant,assistant,3,2.0328097343444824,0.053563714027404785,2.0863733291625977,2.0328097343444824,0.053563714027404785,0.0,2.0863733291625977,2.9082717895507812,1.4283385276794434,0.02469712495803833,1.4530357122421265,1,3.337045563966967e-05,0.3786777853965759,4.160776615142822,1.0,1.4283385276794434,3,3,curvature_spike_transition,assistant: I agree. Working out is a great way to burn off steam. Do you like country music? || user: A little bit. I can get into taylor swift. || assistant: Lol. She's more pop now. Her old stuff was country. I like classic country.
1,msc_valid,7,13,15,assistant,assistant,3,2.123443365097046,0.014126777648925781,2.1375701427459717,2.123443365097046,0.014126777648925781,0.0,2.1375701427459717,2.8266851902008057,1.2761008739471436,0.09131938219070435,1.3674203157424927,1,5.135835090186447e-05,0.47656723856925964,3.7691831588745117,1.0,1.2761008739471436,3,3,curvature_spike_transition,assistant: Lol. She's more pop now. Her old stuff was country. I like classic country. || user: What kind of dogs do you have? || assistant: One is a terrier and one is a sheep dog.   How long have you been volunteering?
1,msc_valid,8,15,17,assistant,assistant,3,2.286567211151123,0.1356067657470703,2.4221739768981934,2.286567211151123,0.1356067657470703,0.0,2.4221739768981934,2.830566644668579,1.280515432357788,0.06514304876327515,1.3456584215164185,1,3.5975979699287564e-05,0.4472382366657257,3.5076751708984375,1.0,1.280515432357788,3,3,curvature_spike_transition,"assistant: One is a terrier and one is a sheep dog.   How long have you been volunteering? || user: I have been volunteering for last 7 years || assistant: Nice.  I try to, but I've been working on the two Mustangs.  One is a 68 and the other is a 66 Hertz clone."
1,msc_valid,9,17,19,assistant,assistant,3,2.1698341369628906,0.0006723403930664062,2.170506477355957,2.1698341369628906,0.0006723403930664062,0.0,2.170506477355957,2.933915376663208,1.353895664215088,0.001208961009979248,1.3551045656204224,1,1.7477465007686988e-05,0.3061009645462036,3.9670655727386475,1.0,1.353895664215088,3,3,curvature_spike_transition,"assistant: Nice.  I try to, but I've been working on the two Mustangs.  One is a 68 and the other is a 66 Hertz clone. || user: What are doing with those two? || assistant: The 68 is a daily driver, at least during the summer.  The Hertz clone is a trailer queen.  I'm too afraid of paying for"
1,msc_valid,10,19,21,assistant,assistant,3,2.24873685836792,0.009970545768737793,2.2587075233459473,2.24873685836792,0.009970545768737793,0.0,2.2587075233459473,2.9698290824890137,1.295457124710083,0.04405248165130615,1.3395096063613892,1,1.4026507415110245e-05,0.2622734606266022,3.9235923290252686,1.0,1.295457124710083,3,3,curvature_spike_transition,"assistant: The 68 is a daily driver, at least during the summer.  The Hertz clone is a trailer queen.  I'm too afraid of paying for || user: How long have you been doing this? || assistant: Ummmm, off and on, since 1989.  It's a hobby that takes a lot of devotion.  It can be expensive, but it doesn't always h"
1,msc_valid,11,21,23,assistant,assistant,3,2.293623924255371,0.09740090370178223,2.3910248279571533,2.293623924255371,0.09740090370178223,0.0,2.3910248279571533,2.9330925941467285,1.295628547668457,0.020337164402008057,1.3159656524658203,1,2.5780063879210502e-05,0.35160619020462036,3.751443386077881,1.0,1.295628547668457,3,3,curvature_spike_transition,"assistant: Ummmm, off and on, since 1989.  It's a hobby that takes a lot of devotion.  It can be expensive, but it doesn't always h || user: This sounds fun. Do you have any other hobby? || assistant: Well I do like to listen to classic country, and I do have my two dogs, ""Baron Zemo"" and ""Spike.""   What about you, how "
1,msc_valid,12,23,29,assistant,assistant,7,2.427264928817749,0.09566294401884079,2.610264539718628,2.427264928817749,0.09566294401884079,0.8326604962348938,2.610264539718628,2.915820837020874,1.1926305294036865,0.03632510453462601,1.247873306274414,1,2.177059832320083e-05,0.34812629222869873,3.50675892829895,1.0,1.1926305294036865,7,3,curvature_spike_transition,"assistant: Well I do like to listen to classic country, and I do have my two dogs, ""Baron Zemo"" and ""Spike.""   What about you, how  || user: I'm not super into wrestling. || user: I'm so sorry to hear that! How on earth did that happen? || assistant: Just a little rough housing that went a bit too far."
1,msc_valid,13,29,31,assistant,assistant,3,2.43680739402771,0.0719442367553711,2.508751630783081,2.43680739402771,0.0719442367553711,0.0,2.508751630783081,2.9044058322906494,1.1974207162857056,0.020937204360961914,1.2183579206466675,1,2.294712066941429e-05,0.35954272747039795,3.4618020057678223,1.0,1.1974207162857056,3,3,curvature_spike_transition,assistant: Just a little rough housing that went a bit too far. || user: That's unfortunate. I'm hoping you'll make a speedy recovery! What's your day job? || assistant: I'm a dog trainer!  I guess I'm not that good
1,msc_valid,14,31,33,assistant,assistant,3,2.321251630783081,0.13787245750427246,2.4591240882873535,2.321251630783081,0.13787245750427246,0.0,2.4591240882873535,2.9100375175476074,1.2932581901550293,0.07464897632598877,1.367907166481018,1,2.8815475161536597e-05,0.3790569007396698,3.651402473449707,1.0,1.2932581901550293,3,3,curvature_spike_transition,"assistant: I'm a dog trainer!  I guess I'm not that good || user: Haha well I suppose no one is perfect. Given my recent string of lost matches, I can't say I'm doing much better. || assistant: Yeah between the both of us, could probably get a country song written about our distresses...perhaps Taylor Swift could"
1,msc_valid,15,33,35,assistant,assistant,3,2.1633548736572266,0.03610384464263916,2.1994588375091553,2.1633548736572266,0.03610384464263916,0.0,2.1994588375091553,2.995051860809326,1.3870899677276611,0.008787393569946289,1.3958773612976074,1,1.1731613994925283e-05,0.23161543905735016,4.146507263183594,1.0,1.3870899677276611,3,3,curvature_spike_transition,"assistant: Yeah between the both of us, could probably get a country song written about our distresses...perhaps Taylor Swift could || user: That would be a chart-topper, I'm sure. Something to blast while driving with the top down, maybe even in your next rest || assistant: Yes!! Can't wait to get back in the saddle with the restoration.  One of the one's I am working on is a convertible."
1,msc_valid,16,35,37,assistant,assistant,3,2.180455207824707,0.013106703758239746,2.1935620307922363,2.180455207824707,0.013106703758239746,0.0,2.1935620307922363,2.9763574600219727,1.3543730974197388,0.01838982105255127,1.37276291847229,1,1.6546970073250122e-05,0.26749053597450256,4.063021183013916,1.0,1.3543730974197388,3,3,curvature_spike_transition,"assistant: Yes!! Can't wait to get back in the saddle with the restoration.  One of the one's I am working on is a convertible. || user: Sweet! I'm sure that will be an amazing ride once it's finished. How long does a project take to complete, generally spe || assistant: For me, I can usually do a full restoration in 6 months if I put in a few hours a day after work."
1,msc_valid,17,37,39,assistant,assistant,3,2.255772590637207,0.004877924919128418,2.260650634765625,2.255772590637207,0.004877924919128418,0.0,2.260650634765625,2.937796115875244,1.2801527976989746,0.032750070095062256,1.312902808189392,1,1.986660936381668e-05,0.3120163679122925,3.8271327018737793,1.0,1.2801527976989746,3,3,curvature_spike_transition,"assistant: For me, I can usually do a full restoration in 6 months if I put in a few hours a day after work. || user: Did you take your dogs out for a walk today? || assistant: Yes! Thankfully there was enough of a break in the rain to run them around. How's your day been?"
1,msc_valid,18,39,46,assistant,user,8,0.4968002736568451,0.8540523648262024,2.3659589290618896,0.4968002736568451,0.8540523648262024,1.4102777242660522,2.3659589290618896,0.6612776517868042,0.42055779695510864,0.6726382970809937,1.6615445613861084,2,1.0858549330805545e-06,0.8423748016357422,0.8848416209220886,1.0,0.42055779695510864,8,1,curvature_spike_transition,"assistant: Yes! Thankfully there was enough of a break in the rain to run them around. How's your day been? || user: It has been busy! I volunteered at the homeless shelter this morning. Do you do any volunteering? || assistant: I can definitely see how it would be cathartic, although I'm so worried about getting my ass whooped I'm sure I'd be ter || user: Yes, getting beat is not a highlight but makes you want to train even harder! And working up a sweat is no joke! Ha ha."
1,msc_valid,19,46,48,user,user,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.0,0.0,3,0,near_stationary_fact_memory,"user: Yes, getting beat is not a highlight but makes you want to train even harder! And working up a sweat is no joke! Ha ha. || assistant: I definitely respect the mental stamina needed, too. I could learn some more of that, sometimes working on my car gets m || user: I can see that. I have attempted to work on cars, I don't have the patience for it! I need to keep moving!"
1,msc_valid,20,48,54,user,user,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,1.0,0.0,7,0,near_stationary_fact_memory,"user: I can see that. I have attempted to work on cars, I don't have the patience for it! I need to keep moving! || assistant: It's definitely an acquired thing. The word needs mechanics and wrestlers, ha! || assistant: That's exciting! Was it a close fight or did you dominate haha || user: You had to ask, didn't you?! I jest. But it was very close. I was worried I was going to lose at first, but I just staye"
1,msc_valid,21,54,61,user,assistant,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.1428571492433548,0.0,1.0,0.0,8,0,near_stationary_fact_memory,"user: You had to ask, didn't you?! I jest. But it was very close. I was worried I was going to lose at first, but I just staye || assistant: That is true.  A win's a win.  I'm glad you didn't get into your own head when it was close... maybe you'll be able to g || user: Hahaha maybe some old Swift and a bubblebath. My muscles will be hurting tomorrow. My opponent was good! || assistant: That sounds really relaxing.  If you were able to beat them then you should be able to beat your next opponents too!"
2,msc_valid,0,0,1,user,assistant,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4732509851455688,0.0,1.4732509851455688,1,0.0,0.0,0.0,1.0,1.4732509851455688,2,1,curvature_spike_transition,"user: Hello, how are you doing? || assistant: I love spending time with my family"
2,msc_valid,1,1,3,assistant,assistant,3,1.9138758182525635,0.08353650569915771,1.9974123239517212,1.9138758182525635,0.08353650569915771,0.0,1.9974123239517212,2.758103847503662,1.4160830974578857,0.03874921798706055,1.4548323154449463,1,2.462323891450069e-07,0.8955060839653015,3.9758265018463135,1.0,1.4160830974578857,3,1,curvature_spike_transition,"assistant: I love spending time with my family || user: That is great, me too! I'm married and my husband and I've 2 children. || assistant: So then have you ever been to disneyland?"
2,msc_valid,2,3,5,assistant,assistant,3,2.063091993331909,0.07600736618041992,2.139099359512329,2.063091993331909,0.07600736618041992,0.0,2.139099359512329,2.8966779708862305,1.4088423252105713,0.013008058071136475,1.4218504428863525,1,3.7348941987147555e-05,0.39388102293014526,4.067115783691406,1.0,1.4088423252105713,3,3,curvature_spike_transition,"assistant: So then have you ever been to disneyland? || user: No, we recently purchased a new house, so we cannot afford it. Have you? || assistant: Yes I love mickey mouse such a cute little rat"
2,msc_valid,3,5,7,assistant,assistant,3,1.9826560020446777,0.1740286946296692,2.156684637069702,1.9826560020446777,0.1740286946296692,0.0,2.156684637069702,2.8140835762023926,1.4467239379882812,0.049769699573516846,1.4964936971664429,1,3.090214522671886e-05,0.8709317445755005,3.9954164028167725,1.0,1.4467239379882812,3,3,curvature_spike_transition,"assistant: Yes I love mickey mouse such a cute little rat || user: I enjoy going to concerts, I see the rolling stones every year. || assistant: Man your lucky I am a baby delivery nurse and the pay sucks"
2,msc_valid,4,7,9,assistant,assistant,3,1.9080394506454468,0.12098181247711182,2.0290212631225586,1.9080394506454468,0.12098181247711182,0.0,2.0290212631225586,2.765687942504883,1.402327537536621,0.08324295282363892,1.4855704307556152,1,6.121085220911482e-07,0.926602840423584,4.012580871582031,1.0,1.402327537536621,3,1,curvature_spike_transition,assistant: Man your lucky I am a baby delivery nurse and the pay sucks || user: Maybe you should consider going back to school. I did. I major in economics. || assistant: I have to walk 3 miles to work to save money everyday what do you do?
2,msc_valid,5,9,11,assistant,assistant,3,2.086155891418457,0.19769853353500366,2.2838544845581055,2.086155891418457,0.19769853353500366,0.0,2.2838544845581055,2.8046841621398926,1.378501534461975,0.06508314609527588,1.443584680557251,1,7.399554533549235e-07,0.8947749733924866,3.772696018218994,1.0,1.378501534461975,3,1,curvature_spike_transition,"assistant: I have to walk 3 miles to work to save money everyday what do you do? || user: I mostly eat a fresh and raw diet, so I save on groceries. || assistant: Your economic skills are amazing"
2,msc_valid,6,11,13,assistant,assistant,3,2.0291848182678223,0.048519253730773926,2.0777041912078857,2.0291848182678223,0.048519253730773926,0.0,2.0777041912078857,2.830512523651123,1.3679955005645752,0.029520392417907715,1.397515892982483,1,5.257781594991684e-05,0.4756426215171814,3.949685573577881,1.0,1.3679955005645752,3,3,curvature_spike_transition,assistant: Your economic skills are amazing || user: Thank you very much! I'm sure you are a great nurse. || assistant: I'm a ok nurse I have dripped some babies though but I'm getting better
2,msc_valid,7,13,15,assistant,assistant,3,2.0169594287872314,0.14546674489974976,2.162426233291626,2.0169594287872314,0.14546674489974976,0.0,2.162426233291626,2.8201746940612793,1.4386169910430908,0.05053591728210449,1.4891529083251953,1,6.0945611039642245e-05,0.5172525644302368,3.9461021423339844,1.0,1.4386169910430908,3,3,curvature_spike_transition,assistant: I'm a ok nurse I have dripped some babies though but I'm getting better || user: I got $50 worth of coupons for fresh fruit and vegetables. || assistant: That's awesome! How did you manage to score that?
2,msc_valid,8,15,17,assistant,assistant,3,1.9735782146453857,0.03360944986343384,2.007187604904175,1.9735782146453857,0.03360944986343384,0.0,2.007187604904175,2.898920774459839,1.4442694187164307,0.05185341835021973,1.4961228370666504,1,3.587782703107223e-05,0.3848843574523926,4.259278297424316,1.0,1.4442694187164307,3,3,curvature_spike_transition,"assistant: That's awesome! How did you manage to score that? || user: I joined a couponing group and won a raffle, it will really help out. How has work been lately? || assistant: I should do the same! Work is just as bad as ever. I dropped another baby and received a pay penalty because of it. It's"
2,msc_valid,9,17,19,assistant,assistant,3,2.129408836364746,0.029373884201049805,2.158782720565796,2.129408836364746,0.029373884201049805,0.0,2.158782720565796,2.925870895385742,1.3598008155822754,0.023526012897491455,1.3833268880844116,1,2.4634782676002942e-05,0.3301670551300049,4.020652770996094,1.0,1.3598008155822754,3,3,curvature_spike_transition,assistant: I should do the same! Work is just as bad as ever. I dropped another baby and received a pay penalty because of it. It's || user: Oh no! That must be so scary. Can you switch departments? || assistant: At this point it's not possible without getting an even greater reduction in pay. I'm still toying with the idea of retu
2,msc_valid,10,19,21,assistant,assistant,3,2.185728073120117,0.06710469722747803,2.2528328895568848,2.185728073120117,0.06710469722747803,0.0,2.2528328895568848,2.956244707107544,1.3645455837249756,0.018391907215118408,1.3829374313354492,1,2.089004556182772e-05,0.29809895157814026,3.9986824989318848,1.0,1.3645455837249756,3,3,curvature_spike_transition,"assistant: At this point it's not possible without getting an even greater reduction in pay. I'm still toying with the idea of retu || user: That's not a bad idea, maybe go back to school and find your passion. Maybe you could even hit Disney before school star || assistant: Haha maybe I should go to school in Orlando. Speaking of school, how is your degree coming along?"
2,msc_valid,11,21,23,assistant,assistant,3,2.118373155593872,0.06775403022766113,2.186127185821533,2.118373155593872,0.06775403022766113,0.0,2.186127185821533,2.9355452060699463,1.384990930557251,0.005012631416320801,1.3900035619735718,1,2.8072900022380054e-05,0.346464604139328,4.067945957183838,1.0,1.384990930557251,3,3,curvature_spike_transition,"assistant: Haha maybe I should go to school in Orlando. Speaking of school, how is your degree coming along? || user: Good, I was finally able to find a job that valued it. Who knew economics wouldn't be easily employable. What would you  || assistant: Given your experience, possibly economics! Definitely something that doesn't involve hospitals."
2,msc_valid,12,23,25,assistant,assistant,3,2.1413979530334473,0.0033315420150756836,2.1447293758392334,2.1413979530334473,0.0033315420150756836,0.0,2.1447293758392334,2.9208498001098633,1.3597807884216309,0.0033779144287109375,1.3631587028503418,1,2.291902455908712e-05,0.33492904901504517,3.9840540885925293,1.0,1.3597807884216309,3,3,curvature_spike_transition,"assistant: Given your experience, possibly economics! Definitely something that doesn't involve hospitals. || user: Haha I can only imagine how bad you need a break from hospitals. If you'd like I can show you how to coupon to help save || assistant: I'd really appreciate that! Hopefully I'll qualify for some scholarships, but I'll need to save every dollar I can."
